X,Y,OBJECTID,WINE_RT_NA,INFR_1,icon_url
18.8005329461513,-33.9609190415486,"56",BP56,,./0.png
18.8023460130816,-33.9598110046072,"57",BP57,,./0.png
18.8037179477289,-33.9587470444682,"58",BP58,,./0.png
18.8043290226543,-33.958125957929,"59",BP59,,./0.png
18.8068159937047,-33.9513689974383,"60",BP60,,./0.png
18.8047220277006,-33.9519430374913,"61",BP61,,./0.png
18.8009749817895,-33.9529450442102,"62",BP62,,./0.png
18.8000239473786,-33.9531750173832,"63",BP63,,./0.png
18.7989489646787,-33.9531140354484,"64",BP64,,./0.png
18.804510999743,-33.9515020315502,"65",BP65,,./0.png
18.8045600332014,-33.9514900289068,"66",BP66,,./0.png
18.8059320394089,-33.9563280389354,"67",BP67,,./0.png
18.8047779625166,-33.9578150098717,"68",BP68,,./0.png
18.8046050249898,-33.9580740171102,"69",BP69,,./0.png
18.8045209631462,-33.9581680039381,"70",BP70,,./0.png
18.8020140447522,-33.9603870027686,"71",BP71,,./0.png
18.8018220494951,-33.9605069585589,"72",BP72,,./0.png
18.7972029924882,-33.9635569899905,"73",BP73,,./0.png
18.7960299926696,-33.9652969963873,"74",BP74,,./0.png
18.7836130350641,-33.9719070218824,"75",BP75,,./0.png
18.782543030964,-33.9728630144858,"76",BP76,,./0.png
18.7731080304811,-33.980929027146,"77",BP77,,./0.png
18.7727769754453,-33.9812599994496,"78",BP78,,./0.png
18.7667340228197,-33.9888310159726,"79",BP79,,./0.png
18.7663530351569,-33.9895910041021,"80",BP80,,./0.png
18.765970986965,-33.99030104418,"81",BP81,,./0.png
18.7502139867343,-34.0135139737099,"82",BP82,,./0.png
18.7486870288488,-34.0154459885751,"83",BP83,,./0.png
18.7303880454223,-34.0302659779258,"84",BP84,,./0.png
18.7284140153815,-34.0320209559166,"85",BP85,,./0.png
18.8043290226543,-33.958125957929,"86",BP59a,,./0.png
18.7903368919853,-33.9898554468427,"87",ST1,,
18.7906181777501,-33.9899010024022,"88",ST2,,
18.8016773005238,-33.9907487336564,"89",ST3,,
18.8112977245727,-33.9913408443723,"90",ST4,,
18.8250972100205,-33.9966532195325,"91",ST5,,
18.8294129407989,-33.9981468040659,"92",ST6,,
