X,Y,OBJECTID,WINE_RT_NA,INFR_1,icon_url
18.7123889621705,-33.9513649979391,"33",BP33,,./0.png
18.7128570090298,-33.9514769792775,"34",BP34,,./0.png
18.7130209684142,-33.9515219875636,"35",BP35,,./0.png
18.7131739949019,-33.9515690436425,"36",BP36,,./0.png
18.7231930237247,-33.9571649923959,"37",BP37,,./0.png
18.7308040362329,-33.9624289769985,"38",BP38,,./0.png
18.7325770068891,-33.9626769770789,"39",BP39,,./0.png
18.7340049711291,-33.9627799611454,"40",BP40,,./0.png
18.742702976263,-33.962971004312,"41",BP41,,./0.png
18.7427340255984,-33.9629719707752,"42",BP42,,./0.png
18.7437089584165,-33.9630500038638,"43",BP43,,./0.png
18.7440200179974,-33.9630510118786,"44",BP44,,./0.png
18.7504150064717,-33.9636159740701,"45",BP45,,./0.png
18.7594650102007,-33.9599569966794,"46",BP46,,./0.png
18.7611539692147,-33.9593459801376,"47",BP47,,./0.png
18.7633749810859,-33.9586970180059,"48",BP48,,./0.png
18.7657030151598,-33.957909022439,"49",BP49,,./0.png
18.7671860448857,-33.9572840075591,"50",BP50,,./0.png
18.7696589785021,-33.9558529656047,"51",BP51,,./0.png
18.7773519673717,-33.9536320340717,"52",BP52,,./0.png
18.7959769689937,-33.9531529603672,"53",BP53,,./0.png
18.799137986857,-33.9576149907218,"54",BP54,,./0.png
18.8003459522937,-33.9605639842993,"55",BP55,,./0.png
